0.002000,0.000000,0.000000,2.000000,-0.066899,-0.114936,1.965249,0.245393,-0.005305,-0.001927,0.020684,-1.035292,0.947141,0.005699,0.029907,-4.163251,0.335656,0.301608,-0.215252,10.072847,-1.179933,-0.997750,1.387535,41.606812,0.005699,0.344714,1.939340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,0.000000,0.000000,2.000000,-0.057302,-0.115138,1.965184,0.254660,-0.005348,-0.001622,0.016441,-1.194056,0.964195,0.005435,-0.094858,-4.194437,0.499603,0.251737,-0.261330,9.993521,-1.185746,-1.170409,1.444262,41.620426,0.005435,0.297121,1.991322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,2.000000,-0.057302,-0.115138,1.965184,0.254660,-0.005348,-0.001622,0.016441,-1.194056,0.964195,0.005435,-0.094858,-4.194437,0.499603,0.251737,-0.261330,9.993521,-1.185746,-1.170409,1.444262,41.620426,0.005435,0.297121,2.002480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040000,0.000000,0.000000,2.000000,-0.052123,-0.115246,1.965154,0.258723,-0.005363,-0.001500,0.013839,-1.280234,0.974596,0.005778,0.144778,-4.352191,0.552703,0.188421,-0.274653,10.072236,-1.186992,-1.253309,1.475055,41.624136,0.005778,0.248860,2.012909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.060000,0.000000,0.000000,2.000000,-0.046331,-0.115364,1.965126,0.263131,-0.005366,-0.001304,0.021012,-1.375357,0.987657,0.002684,0.428561,-4.284491,0.651912,0.276482,-0.183112,9.889160,-1.189673,-1.329272,1.502770,41.628885,0.002684,0.182710,2.033326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.080000,0.000000,0.000000,2.000000,-0.040984,-0.115472,1.965105,0.267144,-0.005403,-0.001052,0.024541,-1.460607,1.001984,0.003432,-0.005200,-4.323236,0.762383,0.308473,-0.098897,9.977455,-1.192001,-1.416402,1.527970,41.635181,0.003432,0.167320,2.047497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100000,0.000000,0.000000,2.000000,-0.035565,-0.115581,1.965089,0.270777,-0.005471,-0.000813,0.019752,-1.545664,1.018175,0.003295,-0.184685,-4.112154,0.834904,0.232134,-0.160725,10.020848,-1.196333,-1.499801,1.553522,41.641379,0.003295,0.153348,2.060652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.120000,0.000000,0.000000,2.000000,-0.030079,-0.115692,1.965078,0.274143,-0.005526,-0.000554,0.014882,-1.626664,1.035151,0.005797,-0.080481,-4.166682,0.858958,0.257276,-0.223636,10.122597,-1.199020,-1.580460,1.579796,41.644765,0.005797,0.149024,2.071186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140000,0.000000,0.000000,2.000000,-0.024530,-0.115803,1.965074,0.277251,-0.005563,-0.000240,0.014345,-1.710155,1.052190,0.005361,0.055225,-4.157984,0.847875,0.272878,-0.351707,10.031513,-1.200849,-1.659356,1.603196,41.647307,0.005361,0.204829,2.079227,0.000000,0.000000,0.600652,0.000000,0.000000,0.000000,0.000000,0.000000,0.615530,0.000000,0.000000,0.000000,0.000000,0.000000
0.160000,0.000000,0.000000,2.000000,-0.018926,-0.115916,1.965075,0.280081,-0.005611,0.000050,0.008086,-1.796290,1.068852,0.005176,-0.436004,-4.360641,0.805098,0.277065,-0.298683,9.841764,-1.203901,-1.737922,1.624887,41.649958,0.005176,0.259769,2.084920,0.000000,0.000000,0.600652,0.000000,0.000000,0.000000,0.000000,0.000000,0.615530,0.000000,0.000000,0.000000,0.000000,0.000000
0.180000,0.000000,0.000000,2.000000,-0.013839,-0.116017,1.965081,0.282534,-0.005651,0.000330,0.000020,-1.871726,1.083183,0.005709,-0.299068,-4.050145,0.775836,0.232669,-0.307574,10.080005,-1.207785,-1.813725,1.644923,41.654764,0.005709,0.315242,2.088429,0.000000,0.000000,0.600652,0.000000,0.000000,0.000000,0.000000,0.000000,0.615530,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.000000,2.000000,-0.007572,-0.116142,1.965097,0.284743,-0.005661,0.000704,-0.007283,-1.957030,1.101474,0.005816,-0.271107,-3.759075,0.828019,0.340885,-0.203242,9.981472,-1.210111,-1.888083,1.663630,41.658043,0.005816,0.370335,2.089932,0.000000,0.000000,0.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.615549,0.000000,0.000000,0.000000,0.000000,0.000000
0.220000,0.000000,0.000000,2.000000,-0.001836,-0.116255,1.965119,0.286740,-0.005654,0.001079,-0.013272,-2.034168,1.118044,0.002513,-0.125840,-3.963340,0.792018,0.334547,-0.252790,10.039174,-1.212578,-1.960620,1.680506,41.660123,0.002513,0.418826,2.089621,0.000000,0.000000,0.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.615549,0.000000,0.000000,0.000000,0.000000,0.000000
0.240000,0.000000,0.000000,2.000000,0.003934,-0.116367,1.965147,0.288372,-0.005627,0.001420,-0.013864,-2.112704,1.133025,0.003344,0.078895,-3.870785,0.726706,0.262890,-0.308855,9.905792,-1.215787,-2.033161,1.695049,41.661394,0.003344,0.478828,2.087698,0.000000,0.000000,0.505179,0.000000,0.000000,0.000000,0.000000,0.000000,0.615458,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,0.000000,0.000000,2.000000,0.009729,-0.116479,1.965183,0.289691,-0.005605,0.001786,-0.014768,-2.189452,1.146351,0.002375,0.031546,-3.757255,0.618755,0.307573,-0.141479,10.007138,-1.218456,-2.102598,1.708649,41.663753,0.002375,0.527563,2.084380,0.000000,0.000000,0.505179,0.000000,0.000000,0.000000,0.000000,0.000000,0.615458,0.000000,0.000000,0.000000,0.000000,0.000000
0.280000,0.000000,0.000000,2.000000,0.015544,-0.116591,1.965226,0.290702,-0.005591,0.002095,-0.016187,-2.260699,1.157498,0.005377,-0.009176,-3.409897,0.504747,0.292039,-0.335071,9.971912,-1.221897,-2.169631,1.719949,41.666921,0.005377,0.578131,2.079887,0.000000,0.000000,0.505179,0.000000,0.000000,0.000000,0.000000,0.000000,0.615458,0.000000,0.000000,0.000000,0.000000,0.000000
